ticker,date,daily_sentiment_score,method
000002.SZ,2025-12-25,-0.5,ensemble
000002.SZ,2025-12-26,0.0,ensemble
000002.SZ,2025-12-27,0.0,ensemble
000002.SZ,2025-12-29,0.0,ensemble
000002.SZ,2025-12-30,0.0,ensemble
000002.SZ,2025-12-31,0.1111111111111111,ensemble
000002.SZ,2026-01-04,0.0,ensemble
000002.SZ,2026-01-05,1.0,ensemble
000002.SZ,2026-01-06,0.0,ensemble
000002.SZ,2026-01-07,-1.0,ensemble
000002.SZ,2026-01-08,0.03571428571428571,ensemble
000002.SZ,2026-01-09,0.0,ensemble
000002.SZ,2026-01-12,-1.0,ensemble
000002.SZ,2026-01-13,-0.25,ensemble
000002.SZ,2026-01-14,-1.0,ensemble
000002.SZ,2026-01-15,0.0,ensemble
000002.SZ,2026-01-16,-1.0,ensemble
000002.SZ,2026-01-17,0.0,ensemble
000002.SZ,2026-01-19,-0.5,ensemble
000002.SZ,2026-01-20,0.3333333333333333,ensemble
000002.SZ,2026-01-21,0.1,ensemble
000002.SZ,2026-01-22,0.0,ensemble
000002.SZ,2026-01-23,-1.0,ensemble
000002.SZ,2026-01-24,0.0,ensemble
000002.SZ,2026-01-26,-1.0,ensemble
000002.SZ,2026-01-27,0.07142857142857142,ensemble
000002.SZ,2026-01-28,-0.25,ensemble
000002.SZ,2026-01-29,0.5833333333333334,ensemble
000002.SZ,2026-01-30,-0.14285714285714285,ensemble
000002.SZ,2026-01-31,0.0,ensemble
000002.SZ,2026-02-01,-0.5,ensemble
000002.SZ,2026-02-02,0.0,ensemble
000002.SZ,2026-02-03,-1.0,ensemble
000002.SZ,2026-02-04,0.3333333333333333,ensemble
000002.SZ,2026-02-05,0.0,ensemble
000002.SZ,2026-02-06,0.0,ensemble
000002.SZ,2026-02-09,1.0,ensemble
000002.SZ,2026-02-10,-1.0,ensemble
000002.SZ,2026-02-11,1.0,ensemble
000002.SZ,2026-02-12,-1.0,ensemble
000002.SZ,2026-02-13,1.0,ensemble
000002.SZ,2026-02-24,-1.0,ensemble
000002.SZ,2026-02-25,0.5,ensemble
000002.SZ,2026-02-26,-0.2857142857142857,ensemble
000002.SZ,2026-02-27,0.0,ensemble
000002.SZ,2026-02-28,-1.0,ensemble
000002.SZ,2026-03-02,0.5,ensemble
000002.SZ,2026-03-03,-0.4,ensemble
000002.SZ,2026-03-04,-0.5,ensemble
000002.SZ,2026-03-05,0.8,ensemble
000002.SZ,2026-03-06,1.0,ensemble
000002.SZ,2026-03-09,1.0,ensemble
000002.SZ,2026-03-10,1.0,ensemble
000002.SZ,2026-03-11,0.6666666666666666,ensemble
000002.SZ,2026-03-12,-0.5,ensemble
000002.SZ,2026-03-13,0.2857142857142857,ensemble
000002.SZ,2026-03-14,-0.5,ensemble
000002.SZ,2026-03-16,0.0,ensemble
000002.SZ,2026-03-17,0.0,ensemble
000002.SZ,2026-03-18,-0.14705882352941177,ensemble
000002.SZ,2026-03-19,-0.34,ensemble
000002.SZ,2026-03-20,0.21739130434782608,ensemble
000002.SZ,2026-03-21,-0.25,ensemble
000002.SZ,2026-03-23,-0.13157894736842105,ensemble
000002.SZ,2026-03-24,0.08823529411764706,ensemble
000002.SZ,2026-03-25,0.2,ensemble
000002.SZ,2026-03-26,-0.075,ensemble
000002.SZ,2026-03-27,0.14285714285714285,ensemble
000002.SZ,2026-03-28,0.0,ensemble
000002.SZ,2026-03-29,0.0,ensemble
000002.SZ,2026-03-30,0.03225806451612903,ensemble
000002.SZ,2026-03-31,-0.16666666666666666,ensemble
000002.SZ,2026-04-01,0.0196078431372549,ensemble
000002.SZ,2026-04-02,-0.046875,ensemble
000002.SZ,2026-04-03,-0.109375,ensemble
000002.SZ,2026-04-04,0.0,ensemble
000002.SZ,2026-04-05,1.0,ensemble
000002.SZ,2026-04-06,0.4,ensemble
000002.SZ,2026-04-07,0.05714285714285714,ensemble
000002.SZ,2026-04-08,0.35542168674698793,ensemble
000002.SZ,2026-04-09,0.2,ensemble
000002.SZ,2026-04-10,0.3025,ensemble
000002.SZ,2026-04-11,0.20652173913043478,ensemble
000002.SZ,2026-04-12,0.3404255319148936,ensemble
000002.SZ,2026-04-13,0.34615384615384615,ensemble
000002.SZ,2026-04-14,0.32673267326732675,ensemble
000002.SZ,2026-04-15,0.12179487179487179,ensemble
000002.SZ,2026-04-16,0.4090909090909091,ensemble
000002.SZ,2026-04-17,0.1736641221374046,ensemble
000002.SZ,2026-04-18,0.5,ensemble
000002.SZ,2026-04-19,0.30434782608695654,ensemble
000002.SZ,2026-04-20,0.23137254901960785,ensemble
000002.SZ,2026-04-21,0.24281984334203655,ensemble
000002.SZ,2026-04-22,0.2338877338877339,ensemble
